customer_id,signup_date,region,segment,acquisition_channel
CUST-02107,2024-04-09,India,Consumer,Referral
CUST-02108,2024-02-11,India,SMB,Partner
CUST-02109,2024-04-28,Germany,Consumer,Referral
CUST-02110,2024-04-14,UK,Enterprise,Paid Search
CUST-02111,2024-01-15,US,SMB,Paid Search
CUST-02112,2025-03-16,Germany,SMB,Paid Search
CUST-02113,2026-05-05,UAE,Consumer,Organic
CUST-02114,2025-01-26,US,Mid-Market,Referral
CUST-02115,2024-08-25,US,Enterprise,Direct
CUST-02116,2024-03-07,US,Enterprise,Partner
CUST-02117,2025-06-05,Germany,Consumer,Organic
CUST-02118,2024-11-05,US,SMB,Direct
CUST-02119,2025-04-20,US,Mid-Market,Organic
CUST-02120,2025-01-05,UK,Consumer,Partner
CUST-02121,2025-06-30,UK,Consumer,Referral
CUST-02122,2024-10-31,India,Consumer,Referral
CUST-02123,2026-06-03,India,Mid-Market,Organic
CUST-02124,2024-07-01,India,Consumer,Paid Search
CUST-02125,2024-11-01,US,SMB,Direct
CUST-02126,2024-03-21,UK,Consumer,Organic
CUST-02127,2025-05-02,India,SMB,Partner
CUST-02128,2025-06-25,US,SMB,Organic
CUST-02129,2024-06-10,UK,Consumer,Referral
CUST-02130,2024-05-30,Germany,Enterprise,Direct
CUST-02131,2024-03-16,US,Consumer,Direct
CUST-02132,2024-04-26,UAE,Consumer,Paid Search
CUST-02133,2026-03-02,Germany,Consumer,Direct
CUST-02134,2025-02-27,UAE,Enterprise,Partner
CUST-02135,2026-06-02,US,Consumer,Paid Search
CUST-02136,2024-01-14,UK,SMB,Organic
CUST-02137,2025-05-18,India,Consumer,Direct
CUST-02138,2024-03-10,India,SMB,Partner
CUST-02139,2025-08-11,UK,SMB,Referral
CUST-02140,2025-05-21,UK,Consumer,Paid Search
CUST-02141,2024-07-30,UK,Mid-Market,Partner
CUST-02142,2024-01-02,India,Consumer,Referral
CUST-02143,2026-06-28,US,SMB,Referral
CUST-02144,2024-06-02,UK,Enterprise,Direct
CUST-02145,2024-07-31,US,Consumer,Organic
CUST-02146,2025-04-14,UK,SMB,Paid Search
CUST-02147,2024-12-30,UK,SMB,Referral
CUST-02148,2024-08-03,India,Mid-Market,Partner
CUST-02149,2024-04-17,UAE,SMB,Referral
CUST-02150,2024-08-31,UK,Consumer,Paid Search
CUST-02151,2024-02-20,India,SMB,Direct
CUST-02152,2026-03-16,UAE,Mid-Market,Paid Search
CUST-02153,2026-03-09,UK,SMB,Paid Search
CUST-02154,2025-11-19,UAE,Consumer,Partner
CUST-02155,2025-10-05,India,SMB,Referral
CUST-02156,2024-05-13,UK,SMB,Organic
CUST-02157,2024-10-14,US,Consumer,Organic
CUST-02158,2024-01-02,US,Enterprise,Direct
CUST-02159,2024-06-22,US,Enterprise,Paid Search
CUST-02160,2025-05-17,UK,SMB,Paid Search
CUST-02161,2024-01-31,UK,Consumer,Paid Search
CUST-02162,2026-05-02,Germany,Consumer,Organic
CUST-02163,2024-03-06,UAE,SMB,Direct
CUST-02164,2024-11-26,UK,SMB,Direct
CUST-02165,2024-08-19,India,Consumer,Organic
CUST-02166,2025-04-05,US,Mid-Market,Partner
CUST-02167,2025-05-31,India,Consumer,Partner
CUST-02168,2025-10-14,UK,Mid-Market,Paid Search
CUST-02169,2025-12-07,India,Mid-Market,Organic
CUST-02170,2026-01-12,UK,SMB,Partner
CUST-02171,2025-08-11,India,Consumer,Partner
CUST-02172,2024-02-25,UAE,Consumer,Partner
CUST-02173,2026-05-25,India,Mid-Market,Paid Search
CUST-02174,2026-02-22,US,SMB,Organic
CUST-02175,2024-08-06,Germany,SMB,Referral
CUST-02176,2026-02-04,US,Mid-Market,Organic
CUST-02177,2025-02-11,Germany,Mid-Market,Partner
CUST-02178,2024-08-03,US,Consumer,Referral
CUST-02179,2024-08-21,Germany,Consumer,Partner
CUST-02180,2026-04-03,US,SMB,Partner
CUST-02181,2025-10-09,US,Mid-Market,Paid Search
CUST-02182,2024-02-18,UK,Consumer,Referral
CUST-02183,2025-04-21,India,Enterprise,Organic
CUST-02184,2025-10-08,US,Consumer,Direct
CUST-02185,2025-05-14,India,Consumer,Partner
CUST-02186,2024-04-08,India,SMB,Partner
CUST-02187,2024-12-15,Germany,Consumer,Partner
CUST-02188,2025-02-01,Germany,Enterprise,Referral
CUST-02189,2025-08-15,UK,Mid-Market,Direct
CUST-02190,2025-02-01,US,SMB,Referral
CUST-02191,2024-05-15,Germany,Consumer,Direct
CUST-02192,2025-02-03,US,Consumer,Partner
CUST-02193,2024-10-23,US,Enterprise,Direct
CUST-02194,2024-03-08,UK,SMB,Paid Search
CUST-02195,2025-02-23,Germany,SMB,Paid Search
CUST-02196,2026-02-08,UAE,SMB,Referral
CUST-02197,2026-02-21,India,Mid-Market,Paid Search
CUST-02198,2025-12-27,UK,Consumer,Paid Search
CUST-02199,2024-08-30,UK,SMB,Direct
CUST-02200,2025-03-16,UK,SMB,Referral
